E [keV],Entries
0.2,2
0.6,3
1,30
1.4,0
1.8,2
2.2,6
2.6,8
3,107
3.4,16
3.8,12
4.2,29
4.6,29
5,12
5.4,21
5.8,9
6.2,19
6.6,3
7,7
7.4,8
7.8,142
8.2,367
8.6,7
9,76
9.4,3
9.8,6
10.2,3
10.6,16
11,9
11.4,1
11.8,4
12.2,8
12.6,15
13,0
13.4,3
13.8,6
14.2,2
14.6,2
15,1
15.4,8
15.8,0
16.2,0
16.6,1
17,2
17.4,6
17.8,3
18.2,1
18.6,0
19,1
19.4,5
19.8,6
20.2,3
20.6,2
21,2
21.4,3
21.8,5
22.2,3
22.6,3
23,5
23.4,1
23.8,28
24.2,28
24.6,6
25,5
25.4,4
25.8,3
26.2,4
26.6,1
27,6
27.4,14
27.8,5
28.2,6
28.6,1
29,4
29.4,53
29.8,83
30.2,5
30.6,1
31,1
31.4,3
31.8,1
32.2,5
32.6,4
33,2
33.4,7
33.8,22
34.2,7
34.6,7
35,3
35.4,3
35.8,3
36.2,6
36.6,4
37,1
37.4,3
37.8,1
38.2,3
38.6,5
39,1
39.4,3
39.8,3
40.2,1
40.6,6
41,1
41.4,2
41.8,4
42.2,0
42.6,0
43,2
43.4,3
43.8,2
44.2,1
44.6,2
45,2
45.4,2
45.8,3
46.2,4
46.6,1
47,0
47.4,2
47.8,2
48.2,1
48.6,1
49,1
49.4,0
49.8,2
50.2,0
50.6,1
51,2
51.4,0
51.8,3
52.2,1
52.6,0
53,3
53.4,0
53.8,1
54.2,2
54.6,1
55,3
55.4,2
55.8,0
56.2,0
56.6,2
57,2
57.4,0
57.8,3
58.2,0
58.6,0
59,0
59.4,1
59.8,0
60.2,1
60.6,3
61,1
61.4,1
61.8,1
62.2,2
62.6,0
63,1
63.4,0
63.8,1
64.2,0
64.6,1
65,0
65.4,1
65.8,1
66.2,0
66.6,2
67,2
67.4,0
67.8,0
68.2,1
68.6,1
69,1
69.4,0
69.8,0
70.2,4
70.6,1
71,1
71.4,0
71.8,1
72.2,2
72.6,0
73,12
73.4,0
73.8,0
74.2,0
74.6,0
75,0
75.4,23
75.8,2
76.2,0
76.6,1
77,0
77.4,2
77.8,0
78.2,0
78.6,1
79,0
79.4,3
79.8,3
80.2,1
80.6,1
81,1
81.4,2
81.8,2
82.2,1
82.6,1
83,1
83.4,0
83.8,1
84.2,2
84.6,4
85,1
85.4,9
85.8,0
86.2,1
86.6,1
87,1
87.4,0
87.8,0
88.2,2
88.6,1
89,0
89.4,0
89.8,0
90.2,0
90.6,0
91,0
91.4,0
91.8,0
92.2,1
92.6,1
93,0
93.4,1
93.8,0
94.2,1
94.6,0
95,2
95.4,2
95.8,0
96.2,2
96.6,1
97,0
97.4,0
97.8,0
98.2,0
98.6,0
99,0
99.4,0
99.8,2
100.2,2
100.6,1
101,1
101.4,2
101.8,2
102.2,1
102.6,1
103,0
103.4,0
103.8,0
104.2,0
104.6,0
105,0
105.4,1
105.8,1
106.2,1
106.6,0
107,0
107.4,0
107.8,1
108.2,0
108.6,0
109,0
109.4,1
109.8,0
110.2,0
110.6,1
111,0
111.4,1
111.8,0
112.2,1
112.6,1
113,1
113.4,0
113.8,1
114.2,1
114.6,0
115,0
115.4,0
115.8,0
116.2,1
116.6,1
117,0
117.4,0
117.8,0
118.2,1
118.6,0
119,5
119.4,0
119.8,0
120.2,1
120.6,2
121,0
121.4,1
121.8,0
122.2,1
122.6,0
123,0
123.4,0
123.8,4
124.2,1
124.6,0
125,0
125.4,0
125.8,0
126.2,1
126.6,0
127,0
127.4,0
127.8,1
128.2,0
128.6,1
129,1
129.4,0
129.8,0
130.2,1
130.6,0
131,2
131.4,0
131.8,2
132.2,1
132.6,0
133,1
133.4,0
133.8,0
134.2,0
134.6,0
135,0
135.4,0
135.8,1
136.2,0
136.6,0
137,0
137.4,0
137.8,0
138.2,2
138.6,0
139,1
139.4,0
139.8,0
140.2,0
140.6,0
141,0
141.4,0
141.8,1
142.2,0
142.6,1
143,1
143.4,0
143.8,0
144.2,0
144.6,0
145,0
145.4,2
145.8,0
146.2,0
146.6,0
147,1
147.4,0
147.8,1
148.2,0
148.6,1
149,0
149.4,0
149.8,0
150.2,1
150.6,0
151,0
151.4,1
151.8,1
152.2,0
152.6,0
153,0
153.4,0
153.8,0
154.2,0
154.6,1
155,0
155.4,0
155.8,0
156.2,1
156.6,1
157,0
157.4,1
157.8,0
158.2,0
158.6,0
159,0
159.4,0
159.8,0
160.2,0
160.6,0
161,0
161.4,1
161.8,3
162.2,0
162.6,0
163,0
163.4,0
163.8,2
164.2,0
164.6,0
165,0
165.4,0
165.8,1
166.2,0
166.6,1
167,0
167.4,0
167.8,0
168.2,1
168.6,0
169,0
169.4,0
169.8,1
170.2,0
170.6,0
171,2
171.4,0
171.8,0
172.2,0
172.6,0
173,0
173.4,1
173.8,0
174.2,0
174.6,0
175,0
175.4,1
175.8,1
176.2,0
176.6,1
177,0
177.4,0
177.8,0
178.2,0
178.6,1
179,0
179.4,0
179.8,0
180.2,0
180.6,0
181,0
181.4,0
181.8,0
182.2,0
182.6,1
183,0
183.4,0
183.8,0
184.2,0
184.6,2
185,0
185.4,0
185.8,1
186.2,0
186.6,0
187,1
187.4,0
187.8,0
188.2,0
188.6,0
189,0
189.4,0
189.8,1
190.2,0
190.6,0
191,0
191.4,1
191.8,0
192.2,1
192.6,0
193,1
193.4,0
193.8,0
194.2,0
194.6,0
195,0
195.4,0
195.8,1
196.2,0
196.6,1
197,0
197.4,0
197.8,0
198.2,0
198.6,0
199,0
199.4,0
199.8,0
200.2,0
200.6,0
201,1
201.4,0
201.8,0
202.2,0
202.6,0
203,0
203.4,0
203.8,0
204.2,0
204.6,1
205,0
205.4,0
205.8,0
206.2,1
206.6,1
207,0
207.4,0
207.8,0
208.2,1
208.6,1
209,0
209.4,0
209.8,0
210.2,0
210.6,0
211,0
211.4,0
211.8,0
212.2,0
212.6,0
213,0
213.4,0
213.8,0
214.2,0
214.6,0
215,1
215.4,1
215.8,0
216.2,0
216.6,0
217,0
217.4,0
217.8,0
218.2,0
218.6,0
219,0
219.4,0
219.8,0
220.2,0
220.6,1
221,0
221.4,0
221.8,0
222.2,0
222.6,0
223,0
223.4,0
223.8,0
224.2,0
224.6,0
225,0
225.4,0
225.8,2
226.2,0
226.6,0
227,0
227.4,0
227.8,0
228.2,1
228.6,0
229,0
229.4,0
229.8,0
230.2,0
230.6,0
231,1
231.4,0
231.8,0
232.2,0
232.6,1
233,0
233.4,0
233.8,0
234.2,0
234.6,1
235,0
235.4,0
235.8,0
236.2,0
236.6,0
237,0
237.4,0
237.8,0
238.2,0
238.6,0
239,0
239.4,0
239.8,1
240.2,0
240.6,0
241,0
241.4,0
241.8,0
242.2,0
242.6,0
243,1
243.4,0
243.8,0
244.2,1
244.6,0
245,1
245.4,0
245.8,0
246.2,0
246.6,0
247,1
247.4,0
247.8,0
248.2,0
248.6,0
249,0
249.4,0
249.8,1
250.2,0
250.6,0
251,1
251.4,1
251.8,0
252.2,0
252.6,0
253,1
253.4,0
253.8,0
254.2,0
254.6,0
255,0
255.4,0
255.8,0
256.2,0
256.6,0
257,0
257.4,0
257.8,0
258.2,1
258.6,0
259,1
259.4,0
259.8,0
260.2,1
260.6,0
261,0
261.4,0
261.8,0
262.2,0
262.6,0
263,0
263.4,1
263.8,0
264.2,0
264.6,0
265,0
265.4,0
265.8,0
266.2,0
266.6,0
267,0
267.4,0
267.8,0
268.2,0
268.6,0
269,0
269.4,0
269.8,0
270.2,0
270.6,0
271,0
271.4,1
271.8,0
272.2,0
272.6,0
273,0
273.4,0
273.8,0
274.2,0
274.6,0
275,0
275.4,0
275.8,0
276.2,0
276.6,0
277,0
277.4,0
277.8,0
278.2,0
278.6,2
279,0
279.4,0
279.8,0
280.2,0
280.6,0
281,0
281.4,0
281.8,1
282.2,0
282.6,0
283,0
283.4,0
283.8,0
284.2,1
284.6,1
285,0
285.4,0
285.8,0
286.2,0
286.6,0
287,0
287.4,0
287.8,0
288.2,1
288.6,0
289,0
289.4,0
289.8,0
290.2,0
290.6,0
291,0
291.4,0
291.8,0
292.2,0
292.6,0
293,0
293.4,0
293.8,0
294.2,0
294.6,0
295,0
295.4,0
295.8,0
296.2,0
296.6,0
297,0
297.4,0
297.8,0
298.2,0
298.6,0
299,0
299.4,0
299.8,0
300.2,0
300.6,0
301,0
301.4,0
301.8,0
302.2,0
302.6,0
303,0
303.4,0
303.8,0
304.2,0
304.6,0
305,0
305.4,0
305.8,0
306.2,0
306.6,0
307,0
307.4,0
307.8,0
308.2,0
308.6,0
309,0
309.4,0
309.8,0
310.2,0
310.6,0
311,0
311.4,0
311.8,0
312.2,0
312.6,0
313,0
313.4,0
313.8,1
314.2,0
314.6,0
315,0
315.4,0
315.8,0
316.2,0
316.6,1
317,0
317.4,0
317.8,0
318.2,0
318.6,0
319,0
319.4,0
319.8,0
320.2,0
320.6,0
321,0
321.4,1
321.8,0
322.2,0
322.6,0
323,0
323.4,0
323.8,0
324.2,0
324.6,0
325,0
325.4,0
325.8,0
326.2,0
326.6,0
327,0
327.4,0
327.8,0
328.2,0
328.6,0
329,0
329.4,0
329.8,0
330.2,0
330.6,0
331,0
331.4,0
331.8,1
332.2,0
332.6,0
333,0
333.4,0
333.8,0
334.2,0
334.6,0
335,0
335.4,0
335.8,0
336.2,0
336.6,0
337,1
337.4,0
337.8,0
338.2,0
338.6,0
339,0
339.4,0
339.8,0
340.2,0
340.6,0
341,0
341.4,0
341.8,0
342.2,0
342.6,0
343,0
343.4,0
343.8,0
344.2,0
344.6,0
345,0
345.4,0
345.8,0
346.2,0
346.6,0
347,0
347.4,1
347.8,0
348.2,0
348.6,0
349,0
349.4,0
349.8,0
350.2,1
350.6,0
351,0
351.4,0
351.8,0
352.2,0
352.6,0
353,0
353.4,0
353.8,0
354.2,0
354.6,0
355,0
355.4,0
355.8,0
356.2,0
356.6,0
357,0
357.4,0
357.8,0
358.2,0
358.6,0
359,0
359.4,0
359.8,0
360.2,0
360.6,0
361,0
361.4,0
361.8,0
362.2,0
362.6,0
363,0
363.4,0
363.8,0
364.2,0
364.6,0
365,0
365.4,0
365.8,0
366.2,0
366.6,0
367,0
367.4,0
367.8,0
368.2,0
368.6,0
369,0
369.4,0
369.8,0
370.2,1
370.6,0
371,0
371.4,0
371.8,0
372.2,0
372.6,0
373,0
373.4,0
373.8,0
374.2,0
374.6,0
375,0
375.4,0
375.8,0
376.2,0
376.6,0
377,0
377.4,0
377.8,0
378.2,0
378.6,0
379,0
379.4,0
379.8,0
380.2,0
380.6,0
381,0
381.4,0
381.8,0
382.2,0
382.6,0
383,0
383.4,0
383.8,1
384.2,0
384.6,0
385,0
385.4,0
385.8,0
386.2,0
386.6,0
387,0
387.4,1
387.8,0
388.2,0
388.6,0
389,0
389.4,0
389.8,0
390.2,0
390.6,0
391,0
391.4,0
391.8,0
392.2,0
392.6,0
393,0
393.4,0
393.8,0
394.2,0
394.6,0
395,0
395.4,0
395.8,0
396.2,0
396.6,0
397,0
397.4,0
397.8,1
398.2,0
398.6,0
399,0
399.4,0
399.8,0
400.2,0
400.6,0
401,0
401.4,0
401.8,0
402.2,0
402.6,0
403,0
403.4,0
403.8,1
404.2,0
404.6,0
405,0
405.4,0
405.8,0
406.2,0
406.6,0
407,0
407.4,0
407.8,0
408.2,0
408.6,0
409,0
409.4,0
409.8,0
410.2,0
410.6,0
411,0
411.4,0
411.8,0
412.2,0
412.6,0
413,0
413.4,0
413.8,0
414.2,0
414.6,0
415,0
415.4,0
415.8,0
416.2,0
416.6,0
417,0
417.4,0
417.8,0
418.2,0
418.6,0
419,0
419.4,0
419.8,0
420.2,0
420.6,1
421,0
421.4,0
421.8,0
422.2,0
422.6,0
423,0
423.4,0
423.8,0
424.2,0
424.6,0
425,0
425.4,0
425.8,0
426.2,0
426.6,0
427,0
427.4,0
427.8,0
428.2,0
428.6,0
429,0
429.4,0
429.8,0
430.2,0
430.6,0
431,0
431.4,0
431.8,0
432.2,0
432.6,0
433,0
433.4,0
433.8,0
434.2,0
434.6,0
435,0
435.4,0
435.8,0
436.2,0
436.6,0
437,0
437.4,0
437.8,0
438.2,0
438.6,1
439,0
439.4,0
439.8,0
440.2,0
440.6,0
441,0
441.4,0
441.8,0
442.2,0
442.6,0
443,0
443.4,0
443.8,0
444.2,0
444.6,0
445,0
445.4,0
445.8,0
446.2,0
446.6,0
447,0
447.4,0
447.8,0
448.2,0
448.6,0
449,0
449.4,0
449.8,0
450.2,0
450.6,0
451,0
451.4,0
451.8,0
452.2,0
452.6,0
453,1
453.4,0
453.8,0
454.2,0
454.6,0
455,0
455.4,0
455.8,0
456.2,0
456.6,0
457,0
457.4,0
457.8,0
458.2,0
458.6,0
459,0
459.4,0
459.8,0
460.2,0
460.6,0
461,0
461.4,0
461.8,0
462.2,0
462.6,0
463,0
463.4,0
463.8,0
464.2,0
464.6,0
465,0
465.4,0
465.8,0
466.2,0
466.6,0
467,0
467.4,0
467.8,0
468.2,0
468.6,0
469,0
469.4,0
469.8,0
470.2,0
470.6,0
471,0
471.4,0
471.8,0
472.2,0
472.6,0
473,0
473.4,0
473.8,0
474.2,0
474.6,0
475,0
475.4,0
475.8,0
476.2,0
476.6,0
477,0
477.4,0
477.8,0
478.2,0
478.6,0
479,0
479.4,0
479.8,0
480.2,0
480.6,0
481,0
481.4,0
481.8,0
482.2,0
482.6,0
483,0
483.4,0
483.8,0
484.2,0
484.6,0
485,0
485.4,0
485.8,0
486.2,0
486.6,0
487,0
487.4,0
487.8,0
488.2,0
488.6,0
489,0
489.4,0
489.8,0
490.2,0
490.6,0
491,0
491.4,0
491.8,0
492.2,0
492.6,0
493,0
493.4,0
493.8,0
494.2,0
494.6,0
495,0
495.4,0
495.8,0
496.2,0
496.6,0
497,0
497.4,0
497.8,0
498.2,0
498.6,0
499,0
499.4,0
499.8,0
500.2,0
500.6,0
501,0
501.4,0
501.8,0
502.2,0
502.6,0
503,0
503.4,0
503.8,0
504.2,0
504.6,0
505,0
505.4,0
505.8,0
506.2,0
506.6,0
507,0
507.4,0
507.8,0
508.2,0
508.6,0
509,0
509.4,0
509.8,0
510.2,0
510.6,0
511,10
511.4,0
511.8,0
512.2,0
512.6,0
513,0
513.4,0
513.8,0
514.2,0
514.6,0
515,0
515.4,0
515.8,0
516.2,0
516.6,0
517,0
517.4,0
517.8,0
518.2,0
518.6,0
519,0
519.4,0
519.8,0
520.2,0
520.6,0
521,0
521.4,0
521.8,0
522.2,0
522.6,0
523,0
523.4,0
523.8,0
524.2,0
524.6,0
525,0
525.4,0
525.8,0
526.2,0
526.6,0
527,0
527.4,0
527.8,0
528.2,0
528.6,0
529,0
529.4,0
529.8,0
530.2,0
530.6,0
531,0
531.4,0
531.8,0
532.2,0
532.6,0
533,0
533.4,0
533.8,0
534.2,1
534.6,0
535,0
535.4,0
535.8,0
536.2,0
536.6,0
537,0
537.4,0
537.8,0
538.2,0
538.6,0
539,0
539.4,0
539.8,0
540.2,0
540.6,0
541,0
541.4,0
541.8,0
542.2,1
542.6,0
543,0
543.4,0
543.8,0
544.2,0
544.6,0
545,0
545.4,0
545.8,0
546.2,0
546.6,0
547,1
547.4,0
547.8,0
548.2,1
548.6,0
549,0
549.4,0
549.8,0
550.2,0
550.6,0
551,0
551.4,0
551.8,0
552.2,0
552.6,0
553,0
553.4,0
553.8,0
554.2,0
554.6,0
555,0
555.4,0
555.8,0
556.2,0
556.6,0
557,0
557.4,0
557.8,0
558.2,0
558.6,0
559,0
559.4,0
559.8,0
560.2,0
560.6,0
561,0
561.4,0
561.8,0
562.2,0
562.6,0
563,0
563.4,0
563.8,0
564.2,0
564.6,0
565,0
565.4,0
565.8,0
566.2,0
566.6,0
567,0
567.4,0
567.8,0
568.2,0
568.6,0
569,0
569.4,0
569.8,1
570.2,0
570.6,0
571,0
571.4,0
571.8,0
572.2,0
572.6,0
573,0
573.4,0
573.8,0
574.2,0
574.6,0
575,0
575.4,0
575.8,0
576.2,0
576.6,0
577,0
577.4,0
577.8,0
578.2,0
578.6,0
579,0
579.4,0
579.8,0
580.2,0
580.6,0
581,0
581.4,0
581.8,0
582.2,0
582.6,0
583,0
583.4,0
583.8,0
584.2,0
584.6,0
585,0
585.4,0
585.8,0
586.2,0
586.6,0
587,0
587.4,0
587.8,0
588.2,0
588.6,0
589,0
589.4,0
589.8,0
590.2,0
590.6,0
591,0
591.4,0
591.8,0
592.2,0
592.6,0
593,0
593.4,0
593.8,0
594.2,0
594.6,0
595,0
595.4,0
595.8,0
596.2,0
596.6,0
597,0
597.4,1
597.8,0
598.2,0
598.6,0
599,0
599.4,0
599.8,0
600.2,0
600.6,0
601,0
601.4,0
601.8,0
602.2,0
602.6,0
603,0
603.4,0
603.8,0
604.2,0
604.6,0
605,0
605.4,0
605.8,0
606.2,0
606.6,0
607,0
607.4,0
607.8,0
608.2,0
608.6,0
609,0
609.4,0
609.8,0
610.2,0
610.6,0
611,0
611.4,0
611.8,0
612.2,0
612.6,0
613,0
613.4,0
613.8,0
614.2,0
614.6,0
615,0
615.4,0
615.8,0
616.2,0
616.6,0
617,0
617.4,0
617.8,0
618.2,0
618.6,0
619,0
619.4,0
619.8,0
620.2,0
620.6,0
621,0
621.4,0
621.8,0
622.2,0
622.6,0
623,0
623.4,0
623.8,0
624.2,0
624.6,0
625,0
625.4,0
625.8,0
626.2,0
626.6,0
627,0
627.4,0
627.8,0
628.2,0
628.6,0
629,0
629.4,0
629.8,0
630.2,0
630.6,0
631,0
631.4,0
631.8,0
632.2,0
632.6,0
633,0
633.4,0
633.8,0
634.2,0
634.6,0
635,0
635.4,0
635.8,0
636.2,0
636.6,0
637,0
637.4,0
637.8,0
638.2,0
638.6,0
639,0
639.4,0
639.8,0
640.2,0
640.6,0
641,0
641.4,0
641.8,0
642.2,0
642.6,0
643,0
643.4,0
643.8,0
644.2,0
644.6,0
645,0
645.4,0
645.8,0
646.2,0
646.6,0
647,0
647.4,0
647.8,0
648.2,0
648.6,0
649,0
649.4,0
649.8,0
650.2,0
650.6,0
651,0
651.4,0
651.8,0
652.2,0
652.6,0
653,0
653.4,0
653.8,0
654.2,0
654.6,0
655,0
655.4,0
655.8,0
656.2,0
656.6,0
657,0
657.4,0
657.8,1
658.2,0
658.6,0
659,0
659.4,0
659.8,0
660.2,0
660.6,0
661,0
661.4,0
661.8,0
662.2,0
662.6,0
663,0
663.4,0
663.8,0
664.2,0
664.6,0
665,0
665.4,0
665.8,0
666.2,0
666.6,0
667,0
667.4,0
667.8,0
668.2,0
668.6,0
669,0
669.4,0
669.8,0
670.2,0
670.6,0
671,0
671.4,0
671.8,0
672.2,0
672.6,0
673,0
673.4,0
673.8,0
674.2,0
674.6,1
675,0
675.4,0
675.8,0
676.2,0
676.6,0
677,0
677.4,0
677.8,0
678.2,0
678.6,0
679,0
679.4,0
679.8,0
680.2,0
680.6,0
681,0
681.4,0
681.8,0
682.2,0
682.6,0
683,0
683.4,0
683.8,0
684.2,0
684.6,0
685,0
685.4,0
685.8,0
686.2,0
686.6,0
687,0
687.4,0
687.8,0
688.2,0
688.6,0
689,0
689.4,0
689.8,0
690.2,0
690.6,0
691,0
691.4,0
691.8,0
692.2,0
692.6,0
693,0
693.4,0
693.8,0
694.2,0
694.6,0
695,0
695.4,0
695.8,0
696.2,0
696.6,0
697,0
697.4,0
697.8,0
698.2,0
698.6,0
699,0
699.4,0
699.8,0
700.2,0
700.6,0
701,0
701.4,0
701.8,0
702.2,0
702.6,0
703,0
703.4,0
703.8,0
704.2,0
704.6,0
705,0
705.4,0
705.8,0
706.2,0
706.6,0
707,0
707.4,0
707.8,0
708.2,0
708.6,0
709,0
709.4,0
709.8,0
710.2,0
710.6,0
711,0
711.4,0
711.8,0
712.2,0
712.6,0
713,0
713.4,0
713.8,0
714.2,0
714.6,0
715,0
715.4,0
715.8,0
716.2,0
716.6,0
717,0
717.4,0
717.8,0
718.2,0
718.6,0
719,0
719.4,0
719.8,0
720.2,0
720.6,0
721,0
721.4,0
721.8,0
722.2,0
722.6,0
723,0
723.4,0
723.8,0
724.2,0
724.6,0
725,0
725.4,0
725.8,0
726.2,0
726.6,0
727,0
727.4,0
727.8,0
728.2,0
728.6,0
729,0
729.4,0
729.8,0
730.2,0
730.6,0
731,0
731.4,0
731.8,0
732.2,0
732.6,0
733,0
733.4,0
733.8,0
734.2,0
734.6,0
735,0
735.4,0
735.8,0
736.2,0
736.6,0
737,0
737.4,0
737.8,0
738.2,0
738.6,0
739,0
739.4,0
739.8,0
740.2,0
740.6,1
741,0
741.4,0
741.8,0
742.2,0
742.6,0
743,0
743.4,0
743.8,0
744.2,0
744.6,0
745,0
745.4,0
745.8,0
746.2,0
746.6,0
747,0
747.4,0
747.8,0
748.2,0
748.6,0
749,0
749.4,0
749.8,0
750.2,0
750.6,0
751,0
751.4,0
751.8,0
752.2,0
752.6,0
753,0
753.4,0
753.8,0
754.2,0
754.6,0
755,0
755.4,0
755.8,0
756.2,0
756.6,0
757,0
757.4,0
757.8,0
758.2,0
758.6,0
759,0
759.4,0
759.8,0
760.2,0
760.6,0
761,0
761.4,0
761.8,0
762.2,0
762.6,0
763,0
763.4,0
763.8,0
764.2,1
764.6,0
765,0
765.4,0
765.8,0
766.2,0
766.6,0
767,0
767.4,0
767.8,0
768.2,0
768.6,0
769,0
769.4,0
769.8,0
770.2,0
770.6,0
771,0
771.4,0
771.8,0
772.2,0
772.6,0
773,0
773.4,0
773.8,0
774.2,0
774.6,0
775,0
775.4,0
775.8,0
776.2,0
776.6,0
777,0
777.4,0
777.8,0
778.2,0
778.6,0
779,0
779.4,0
779.8,0
780.2,0
780.6,0
781,0
781.4,0
781.8,0
782.2,0
782.6,0
783,0
783.4,0
783.8,0
784.2,0
784.6,0
785,0
785.4,0
785.8,0
786.2,0
786.6,0
787,0
787.4,0
787.8,0
788.2,0
788.6,0
789,0
789.4,0
789.8,0
790.2,0
790.6,0
791,0
791.4,0
791.8,0
792.2,0
792.6,0
793,0
793.4,0
793.8,0
794.2,0
794.6,0
795,0
795.4,0
795.8,0
796.2,0
796.6,0
797,0
797.4,0
797.8,0
798.2,0
798.6,0
799,0
799.4,0
799.8,0
800.2,0
800.6,0
801,0
801.4,0
801.8,0
802.2,0
802.6,0
803,0
803.4,0
803.8,0
804.2,0
804.6,0
805,0
805.4,0
805.8,0
806.2,0
806.6,0
807,0
807.4,0
807.8,0
808.2,0
808.6,0
809,0
809.4,0
809.8,0
810.2,0
810.6,0
811,0
811.4,0
811.8,0
812.2,0
812.6,0
813,0
813.4,0
813.8,0
814.2,0
814.6,0
815,0
815.4,0
815.8,0
816.2,0
816.6,0
817,0
817.4,0
817.8,0
818.2,0
818.6,0
819,0
819.4,0
819.8,0
820.2,0
820.6,0
821,0
821.4,0
821.8,0
822.2,0
822.6,0
823,0
823.4,0
823.8,0
824.2,0
824.6,0
825,0
825.4,0
825.8,0
826.2,0
826.6,0
827,0
827.4,0
827.8,0
828.2,0
828.6,0
829,0
829.4,0
829.8,0
830.2,0
830.6,0
831,0
831.4,0
831.8,0
832.2,0
832.6,0
833,0
833.4,0
833.8,0
834.2,0
834.6,0
835,0
835.4,0
835.8,0
836.2,0
836.6,0
837,0
837.4,0
837.8,0
838.2,0
838.6,0
839,0
839.4,0
839.8,0
840.2,0
840.6,0
841,0
841.4,0
841.8,0
842.2,0
842.6,0
843,0
843.4,0
843.8,0
844.2,0
844.6,0
845,0
845.4,0
845.8,0
846.2,0
846.6,0
847,0
847.4,0
847.8,0
848.2,0
848.6,0
849,0
849.4,0
849.8,0
850.2,0
850.6,0
851,0
851.4,0
851.8,0
852.2,0
852.6,0
853,0
853.4,0
853.8,0
854.2,0
854.6,0
855,0
855.4,0
855.8,0
856.2,0
856.6,0
857,0
857.4,0
857.8,0
858.2,0
858.6,0
859,0
859.4,0
859.8,0
860.2,0
860.6,0
861,0
861.4,0
861.8,0
862.2,0
862.6,0
863,0
863.4,0
863.8,0
864.2,0
864.6,0
865,0
865.4,0
865.8,0
866.2,0
866.6,0
867,0
867.4,0
867.8,0
868.2,0
868.6,0
869,0
869.4,0
869.8,0
870.2,0
870.6,0
871,0
871.4,0
871.8,0
872.2,0
872.6,0
873,0
873.4,0
873.8,0
874.2,0
874.6,0
875,0
875.4,0
875.8,0
876.2,0
876.6,0
877,0
877.4,0
877.8,0
878.2,0
878.6,0
879,0
879.4,0
879.8,0
880.2,0
880.6,0
881,0
881.4,0
881.8,0
882.2,0
882.6,0
883,0
883.4,0
883.8,0
884.2,0
884.6,0
885,0
885.4,0
885.8,0
886.2,0
886.6,0
887,0
887.4,0
887.8,0
888.2,0
